ENSEMBL_TRANSCRIPT,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant,gene_symbol,gene_id
ENST00000626118.2,911.72638108691,-0.0316170165142267,0.10898195523362347,-0.29011239930912996,0.7717302502568978,0.97724152312844,FALSE,MED22,ENSG00000281022
ENST00000618338.1,129.29469287215716,0.42898017229690727,0.2816071368381061,1.523328482060186,0.12767654479707752,0.6247339127283709,FALSE,AC012314.3,ENSG00000274359
ENST00000618686.1,196.8732439133592,-0.17508022250798586,0.1876904617408773,-0.9328136383920193,0.35091619823963827,0.8540245763220369,FALSE,BX004987.1,ENSG00000278704
ENST00000625979.2,111.80018077128106,0.0942031904982235,0.27365375205598663,0.34424227619927,0.7306640911247391,0.969911091119486,FALSE,CACFD1,ENSG00000280479
ENST00000629431.2,250.48630816746748,0.1928236099887776,0.3530612458495258,0.5461477640368345,0.5849643693678508,0.9420657104275114,FALSE,CACFD1,ENSG00000280479
ENST00000546854.5,67.99675208482242,0.5288990709447444,3.727804283572716,0.1418795169251346,0.8871751737562728,0.9887570707048344,FALSE,VARS2,ENSG00000223494
ENST00000630979.3,13230.113177483478,-0.05588453036812026,0.1409035698005012,-0.39661543314512593,0.6916510700547999,0.9633710267200312,FALSE,RPL7A,ENSG00000280858
ENST00000625669.2,266.7466824993685,-0.26032847327399117,0.17220898804756513,-1.5117008480538014,0.1306099827983773,0.6303292813910236,FALSE,RPL7A,ENSG00000280858
ENST00000629468.2,62.64162877225223,0.00489992467588492,0.3642671533484758,0.01345145899333233,0.989267612206093,0.9988286380403748,FALSE,RPL7A,ENSG00000280858
ENST00000631188.2,45.42860300895807,-0.6697406650974547,0.3690444165642884,-1.814796905295502,0.06955512617513776,0.5010796581344366,FALSE,RPL7A,ENSG00000280858
ENST00000629488.1,42.044364068698414,-0.506134827405952,0.3919592162406578,-1.29129462054846,0.19660153528803995,0.726349880825741,FALSE,RPL7A,ENSG00000280858
ENST00000300177.8,15495.960729600674,0.06450381126595409,0.2771334694395764,0.2327535948523096,0.8159527492155441,0.9821464963925474,FALSE,GREM1,ENSG00000276886
ENST00000616910.4,82.81364170504392,0.15281862817896325,0.31275635630681375,0.488618776556689,0.6251116172276179,0.9518433885445172,FALSE,CNOT3,ENSG00000277615
ENST00000620720.3,1843.283978168255,0.2595866309876338,0.08151953113962133,3.184348920543112,0.00145080020495812,0.06119937080794813,FALSE,AC012314.11,ENSG00000277079
ENST00000610406.1,129.29469287215716,0.42898017229690727,0.2816071368381061,1.523328482060186,0.12767654479707752,0.6247339127283709,FALSE,AC012314.7,ENSG00000275724
ENST00000548165.2,116.32056267657047,0.1854279160133695,1.766902427155227,0.1049451928774102,0.9164192982055588,0.993417939918082,FALSE,VARS2,ENSG00000230985
ENST00000612465.1,1358.2633426123866,-0.30599954816133573,0.09004288406342198,-3.39837568891956,6.778726180999494e-4,0.03773610303745042,FALSE,AC011043.1,ENSG00000276256
ENST00000612924.4,82.81364170504392,0.15281862817896325,0.31275635630681375,0.488618776556689,0.6251116172276179,0.9518433885445172,FALSE,CNOT3,ENSG00000274176
ENST00000617291.3,1843.283978168255,0.2595866309876338,0.08151953113962133,3.184348920543112,0.00145080020495812,0.06119937080794813,FALSE,AC012314.2,ENSG00000274005
ENST00000619966.1,129.29469287215716,0.42898017229690727,0.2816071368381061,1.523328482060186,0.12767654479707752,0.6247339127283709,FALSE,AC012314.10,ENSG00000276766
ENST00000621843.1,1599.9591162393892,0.10142245720062884,0.2058964681881571,0.4925895917162824,0.6223026038254644,0.9518433885445172,FALSE,KLF13,ENSG00000275746
ENST00000614336.4,557.801145905387,-0.11734404139955022,0.17107109301847137,-0.6859372868265945,0.4927526559520144,0.9201336752479816,FALSE,AC240274.1,ENSG00000271254
ENST00000612640.4,105.7695194010284,-0.1283125739850662,0.33396602855595336,-0.3842084613811804,0.7008239474487233,0.9654410957791087,FALSE,AC240274.1,ENSG00000271254
ENST00000616361.1,105.31876728659792,0.2179280893375926,0.23031023824685784,0.9462370887047,0.3440276730371776,0.8496646551511733,FALSE,AC240274.1,ENSG00000271254
ENST00000629360.3,94.706204370582,0.4307595260126706,0.3741047750852572,1.1514408655021895,0.24955090995180448,0.7844094534893269,FALSE,HHAT,ENSG00000280680
ENST00000617282.1,129.29469287215716,0.42898017229690727,0.2816071368381061,1.523328482060186,0.12767654479707752,0.6247339127283709,FALSE,AC012314.15,ENSG00000278365
ENST00000612919.1,77.8999955132025,-0.2447854989374018,0.30136547581137624,-0.8122546163536407,0.4166455461226804,0.8924851298305229,FALSE,AL592183.1,ENSG00000273748
ENST00000629119.2,403.2640443324346,-0.12502895574819697,0.30167133534508966,-0.41445421257930615,0.6785414930796437,0.9620934443730934,FALSE,SURF4,ENSG00000280951
ENST00000629578.3,4551.565600263807,-0.12068581345454492,0.12196667798321184,-0.9894982420621212,0.322419429531158,0.8369003498535589,FALSE,SURF4,ENSG00000280951
ENST00000626303.2,62.20606638633075,1.9980540998162593,1.0866249607928251,1.8387706632088,0.06594892494253213,0.4897187041415412,FALSE,SURF4,ENSG00000280951
ENST00000611771.1,47.13183489980667,-0.18700171521500944,0.36235940790870613,-0.5160669521298125,0.605807648605454,0.948525549480987,FALSE,GOLGA8J,ENSG00000278119
ENST00000614359.1,70.05319164986884,0.11936956639960504,0.3840685018910463,0.3108028016144582,0.7559505397185128,0.9736565481872336,FALSE,SCG5,ENSG00000277614
ENST00000630460.3,612.2233700277973,0.17923384907337733,0.12552773351319427,1.4278426293304978,0.15333715969683637,0.6660444531907243,FALSE,REXO4,ENSG00000280706
ENST00000611252.4,82.81364170504392,0.15281862817896325,0.31275635630681375,0.488618776556689,0.6251116172276179,0.9518433885445172,FALSE,CNOT3,ENSG00000275979
ENST00000599578.1,129.4916827541408,-1.6439265786040378,0.44822408551871934,-3.667644447757776,2.44795262552895e-4,0.01935444119932748,TRUE,AL513523.1,ENSG00000269823
ENST00000626471.1,40.77073975267167,0.4234302926054996,0.37223418366310657,1.1375373654256549,0.25531371352535015,0.7892523342812482,FALSE,SERTAD4,ENSG00000281230
ENST00000630425.2,2706.500778476576,-0.04241197342579097,0.08553766313244235,-0.4958280583387266,0.6200157269226869,0.9516293116516608,FALSE,SERTAD4,ENSG00000281230
ENST00000627288.1,40.3930366238898,0.12845517580267257,0.3550053906653364,0.3618400711097012,0.7174715457978653,0.9670302425169494,FALSE,SERTAD4,ENSG00000281230
ENST00000629302.2,221.3742423730153,-0.10078241985050272,0.26821381028985974,-0.37575402900240945,0.7070997669324532,0.9663972004378448,FALSE,SERTAD4,ENSG00000281230
ENST00000613276.1,129.29469287215716,0.42898017229690727,0.2816071368381061,1.523328482060186,0.12767654479707752,0.6247339127283709,FALSE,AC012314.1,ENSG00000273642
ENST00000368006.8,810.1891869819167,0.0173483240215709,0.120041571074859,0.14451930165719282,0.8850904159248789,0.9884408385093538,FALSE,DEDD,ENSG00000158796
ENST00000490843.6,77.41013300775163,0.9200327870181174,1.336074035785469,0.6886091357034988,0.49106927043730914,0.9199024302106024,FALSE,DEDD,ENSG00000158796
ENST00000486041.5,93.09762825481678,-0.7676962379748038,0.5999185989189546,-1.2796673404661605,0.2006621554670473,0.7314968766035329,FALSE,DEDD,ENSG00000158796
ENST00000368005.5,63.5377656542158,-0.48848341557056335,0.3724837465896512,-1.3114220957101357,0.18971519782639193,0.7184293003881174,FALSE,DEDD,ENSG00000158796
ENST00000463227.5,117.56549969635286,-0.32088761359557044,0.5605908418564675,-0.572409660730294,0.5670444724731601,0.9374954338927162,FALSE,DEDD,ENSG00000158796
ENST00000545495.5,135.18706823769782,0.5102112714876998,0.3247731448004946,1.5709774027071062,0.11618789778264443,0.6101276262253483,FALSE,DEDD,ENSG00000158796
ENST00000458050.6,113.9297851989263,0.07799468629611274,2.347721675737001,0.03322143638326656,0.9734980037942044,0.9974999240861616,FALSE,DEDD,ENSG00000158796
ENST00000645668.1,778.6640446379066,0.13250909568704844,0.155163548999049,0.8539962932135601,0.3931070432379851,0.8771723039945644,FALSE,NA,NA
ENST00000423085.7,628.7394534276307,-0.17670639233358656,0.12957080358080603,-1.3637824837860535,0.1726360347583021,0.6944220521962267,FALSE,TSEN15,ENSG00000198860
ENST00000643231.1,159.46977366882356,0.1914682207204676,0.23033212949242376,0.8312701364868226,0.4058210410899552,0.8852033864752588,FALSE,NA,NA
ENST00000533373.6,84.23243075859938,-0.2270114985077105,0.40144955618308,-0.5654795104672691,0.5717476569107072,0.9387157832966108,FALSE,TSEN15,ENSG00000198860
ENST00000647437.1,81.46234070605792,-0.9267899293770628,1.201781272756988,-0.7711802059046303,0.4406001250935812,0.9020571793662072,FALSE,NA,NA
ENST00000367518.4,61.32272975615606,-0.3822957931514354,0.3606590671835922,-1.0599921863515194,0.28914815407803623,0.8165658531854522,FALSE,TSEN15,ENSG00000198860
ENST00000354848.5,1580.0867683172246,0.00754791961857057,0.14668522539797477,0.05145657715759819,0.958961702392204,0.9970049086707756,FALSE,CD46,ENSG00000117335
ENST00000367042.5,1125.0126531728083,-0.5510243539397036,0.21801904357939209,-2.5274138666654915,0.01149060056412838,0.20898808734265611,FALSE,CD46,ENSG00000117335
ENST00000367041.5,664.1221141351818,-0.2284773529297449,0.22516573944445975,-1.0147074483598424,0.31024530256510024,0.830354111139842,FALSE,CD46,ENSG00000117335
ENST00000357714.5,1170.8326984231237,-0.1217662171748822,0.1972220105417843,-0.617406834259426,0.5369664153291177,0.932799805896471,FALSE,CD46,ENSG00000117335
ENST00000469535.5,1484.2850343857267,-0.3507735493328891,0.14730344366225057,-2.3812990423847222,0.017251700746016,0.25935241120804686,FALSE,CD46,ENSG00000117335
ENST00000480003.5,40.81425892905635,-0.9276227576113928,0.5677068267307503,-1.6339820377945566,0.10226262225623828,0.5818861955846797,FALSE,CD46,ENSG00000117335
ENST00000636114.1,153.4160925498472,-0.853225480910885,0.3912967692529612,-2.18050734878238,0.02921987469856402,0.34136193542162385,FALSE,CD46,ENSG00000117335
ENST00000368009.7,606.9635895053173,0.03176677287457389,0.18334377314617417,0.1732634402001057,0.862444359518175,0.9873744372606144,FALSE,NIT1,ENSG00000158793
ENST00000368008.5,190.28866219431185,-0.25912225345660667,0.23835642025967976,-1.087120930807332,0.27698336876252305,0.8077073248597814,FALSE,NIT1,ENSG00000158793
ENST00000496861.5,110.1401145006072,-0.16108717345430837,0.5203288245541372,-0.3095872568511687,0.7568748480737604,0.9736565481872336,FALSE,NIT1,ENSG00000158793
ENST00000491497.1,83.33067878615125,-0.13842446218346294,0.32705349922453325,-0.423247152260034,0.6721149476580353,0.9602918009621648,FALSE,NIT1,ENSG00000158793
ENST00000324379.9,980.4002570392984,0.10830403697725902,0.10040552488773384,1.0786661102400164,0.28073659850234733,0.8109912196880041,FALSE,PPIE,ENSG00000084072
ENST00000356511.6,111.57915729184136,-0.8283406937657806,0.30736225057012695,-2.6949981405630963,0.00703890238524962,0.15572447309023674,FALSE,PPIE,ENSG00000084072
ENST00000495526.5,122.995050400239,2.8975142181227563e-4,0.24000818275144428,0.00120725642972075,0.9990367489677804,0.999885898321426,FALSE,PPIE,ENSG00000084072
ENST00000482751.5,43.529621643594474,-0.09936803253022576,0.5999913335876934,-0.16561577970809535,0.8684593283802053,0.9876815626734252,FALSE,PPIE,ENSG00000084072
ENST00000372830.5,71.84356840520194,-0.9887555953014912,0.44472107736594346,-2.223316243875446,0.02619448294208148,0.32295544343541716,FALSE,PPIE,ENSG00000084072
ENST00000475350.5,130.41663961611786,0.03942205196951753,0.3102248561699318,0.12707573614901874,0.8988804555015866,0.991070910632698,FALSE,PPIE,ENSG00000084072
ENST00000366812.6,2103.4028474781244,-0.10366493983460284,0.1060710285734836,-0.9773162495806867,0.32841261083427087,0.840650774685401,FALSE,ACBD3,ENSG00000182827
ENST00000649786.1,47.85338141093635,0.24277187722771945,0.5153496459575918,0.4710818744749796,0.6375822682743361,0.953943029068942,FALSE,NA,NA
ENST00000367521.5,71.34778520781902,-0.549630788712236,0.4348633947082915,-1.2639159685558978,0.2062601896140459,0.7386375932198557,FALSE,COLGALT2,ENSG00000198756
ENST00000361927.9,1970.8155277221715,0.07981906708288278,0.07553616160903139,1.0567000676579166,0.29064849411937954,0.816999815680886,FALSE,COLGALT2,ENSG00000198756
ENST00000367520.3,51.76495777608539,-0.12828908643098844,0.4347084175451195,-0.29511525715434983,0.7679058349840509,0.9766894018497856,FALSE,COLGALT2,ENSG00000198756
ENST00000427155.6,84.58741883040494,-0.23631802373433708,0.26756517951485587,-0.8832166583216263,0.3771192228167291,0.8695560399295483,FALSE,PLEKHG4,ENSG00000196155
ENST00000279907.12,932.8285278886324,0.0568481586836305,0.14975547584131685,0.37960654436347735,0.7042375021507195,0.96592760768267,FALSE,UHRF1BP1L,ENSG00000111647
ENST00000545232.6,105.35317547380014,-1.7511475876834102,0.8847984346731899,-1.9791486049929736,0.04779927744659051,0.4258582137160192,FALSE,UHRF1BP1L,ENSG00000111647
ENST00000254101.4,1654.8068649175725,-0.13778160198152437,0.11364525984694827,-1.2123831840156087,0.22536573489309308,0.7608759166309784,FALSE,PRKAB2,ENSG00000131791
ENST00000377475.8,678.5196790254681,0.06629186604764441,0.23593557989555472,0.2809744341103231,0.7787300088733129,0.9777265994413858,FALSE,SEC23B,ENSG00000101310
ENST00000336714.8,328.7252041772847,-0.1278966412187457,0.2829714281088958,-0.4519772263704562,0.65128538873497,0.9561349969806756,FALSE,SEC23B,ENSG00000101310
ENST00000450074.6,98.2862127471821,-0.5101142616493047,0.34463227117404516,-1.4801697470510191,0.13882795185803265,0.6440278202608272,FALSE,SEC23B,ENSG00000101310
ENST00000643747.1,879.499054483898,0.3251569791496142,0.2014583931670408,1.614015549503603,0.10652405354236466,0.5904828936432065,FALSE,NA,NA
ENST00000650089.1,1619.6591118976494,-0.12298614025948164,0.14419371788437302,-0.8529230126246038,0.3937019990591687,0.8771723039945644,FALSE,NA,NA
ENST00000377465.6,81.25894994140941,0.23342326143476055,0.4528825119921964,0.5154168139722354,0.6062617854988452,0.948525549480987,FALSE,SEC23B,ENSG00000101310
ENST00000490724.6,84.99790061300563,0.3881237166116668,0.5790991267220454,0.6702198271453402,0.5027176663604844,0.9223401804049,FALSE,KLHDC9,ENSG00000162755
ENST00000368011.9,52.287580926293366,1.070227751116285,0.7312643082895119,1.463530681019612,0.14332222468616315,0.6517875249163979,FALSE,KLHDC9,ENSG00000162755
ENST00000475934.1,46.87190261117771,-0.21044656210274412,0.3691300697122076,-0.5701149252533635,0.5685997527506125,0.9381640431905588,FALSE,KLHDC9,ENSG00000162755
ENST00000406207.5,349.5261289007543,-0.10348522166418628,0.24598815025845375,-0.4206918973757755,0.6739800786012862,0.9605366100291288,FALSE,TBCE,ENSG00000116957
ENST00000647418.1,197.12136798187652,-0.15879589755126056,0.3154272879055035,-0.5034310715654793,0.6146612306386697,0.950336448345542,FALSE,NA,NA
ENST00000642610.2,68.83974725603645,-0.02052349687892562,0.31715744390211625,-0.06471075257265523,0.9484043014535732,0.9958901110925986,FALSE,NA,NA
ENST00000643142.1,100.23388915085634,-0.8129704615544815,0.3466893587421631,-2.344953604875704,0.01902944736041771,0.2752900587763003,FALSE,NA,NA
ENST00000379509.7,1701.111444205892,-0.18425508394664908,0.11024224727585484,-1.6713654565258889,0.09464951461753716,0.5636039558425368,FALSE,LCLAT1,ENSG00000172954
ENST00000319406.8,258.63982255382325,-0.01664421519759797,0.2197893956659374,-0.07572801748313585,0.9396354852616212,0.995256754455645,FALSE,LCLAT1,ENSG00000172954
ENST00000450791.7,3841.5875727876287,-0.08523469011693632,0.10878210619546388,-0.7835359426097465,0.433312455610007,0.9001390215844082,FALSE,GOLGA3,ENSG00000090615
ENST00000204726.8,642.7910105140633,0.23968936100120067,0.3856708757997555,0.6214868066046293,0.5342793725548085,0.9321667871116842,FALSE,GOLGA3,ENSG00000090615
ENST00000456883.6,130.40833863610564,0.2771858124421824,0.4329697807657618,0.6401966713518533,0.5220447465632844,0.9289282724112434,FALSE,GOLGA3,ENSG00000090615
ENST00000545875.4,129.34074472540956,0.38409539727473746,0.3372006821537276,1.1390706413210363,0.2546736915528155,0.7891665422884383,FALSE,AC127070.1,ENSG00000283396
ENST00000374271.8,96.26972287963748,-0.3031632387002711,0.5127302084135954,-0.5912724347532954,0.5543378960241415,0.9348306305024392,FALSE,PDIK1L,ENSG00000175087
ENST00000374269.2,434.6723682218722,-0.17202099073134558,0.31116088216458254,-0.5528361712265567,0.5803755976322913,0.940988485101157,FALSE,PDIK1L,ENSG00000175087
ENST00000619836.4,322.03859023125267,-0.14306159146888087,0.17994044277476265,-0.7950496801208595,0.426584603894954,0.8968207319652427,FALSE,PDIK1L,ENSG00000175087
ENST00000325752.8,316.9953467254556,-0.05066115952174625,0.22067835349744777,-0.22957013553362485,0.818425815484782,0.982257952293651,FALSE,TUBD1,ENSG00000108423
ENST00000360187.9,177.35541261812472,-0.1528436250103718,0.28876291931191633,-0.5293048891962231,0.5965939644950404,0.9458184075250488,FALSE,ZNF605,ENSG00000196458
ENST00000392321.3,762.4771220559533,-0.415931248277996,0.12952850342810274,-3.2111175322029917,0.00132219845188444,0.05810090194041967,FALSE,ZNF605,ENSG00000196458
ENST00000331711.11,65.32804983421467,-0.08527944636114847,0.31282201938614085,-0.27261331068859745,0.7851504789291062,0.9788481845024396,FALSE,ZNF605,ENSG00000196458
ENST00000304685.8,2143.8895176632896,-0.0366415267110813,0.12023872702533854,-0.3047398090247549,0.7605643275611058,0.9744059394912707,FALSE,RGL1,ENSG00000143344
ENST00000360851.3,2242.625239605808,-0.1517842501474686,0.13818462346203345,-1.0984163530262228,0.2720227248305496,0.8036540234351534,FALSE,RGL1,ENSG00000143344
ENST00000337859.11,4358.185995144037,-0.2638625227050299,0.13354928142628775,-1.975768943771279,0.04818095234059955,0.427770088423658,FALSE,ZC3H15,ENSG00000065548
ENST00000421536.5,73.95316906163481,-0.16760494910938223,0.31561263852461113,-0.5310463798055811,0.5953866398514047,0.9454794584910896,FALSE,ZC3H15,ENSG00000065548
ENST00000498757.1,117.2768917363126,-0.2106042057949445,0.26093258262319263,-0.8071211486036364,0.4195966887927786,0.8944420083168841,FALSE,ZC3H15,ENSG00000065548
ENST00000488594.5,311.84020488661037,-0.590046370201708,0.3915048832231867,-1.5071239095256392,0.13177889927281816,0.63212947045012,FALSE,GGPS1,ENSG00000152904
ENST00000282841.9,971.3870714327072,0.08621560702231595,0.08584422137360923,1.004326274299704,0.31522137327645866,0.8335682662677738,FALSE,GGPS1,ENSG00000152904
ENST00000391855.2,494.7801315180025,0.3189376142299366,0.2038243918029308,1.5647666670743898,0.11763763017215076,0.6116431058710184,FALSE,GGPS1,ENSG00000152904
ENST00000357628.8,1184.2961731589237,-0.38373949360027376,0.13182099927537289,-2.9110649722708093,0.00360199107764795,0.1062221875459498,FALSE,POT1,ENSG00000128513
ENST00000609106.5,65.53098012902686,0.1080602702834904,0.6887478943601648,0.1568937940403819,0.8753285509248496,0.9884408385093538,FALSE,POT1,ENSG00000128513
ENST00000607932.5,186.9794849608769,-0.43040870647223634,0.3454254753565016,-1.2460247931280302,0.2127552931145781,0.7458631991769693,FALSE,POT1,ENSG00000128513
ENST00000608057.5,66.50284771027682,-0.33137941685526634,0.5562954082567547,-0.5956896496659922,0.5513825739607523,0.9346603740617886,FALSE,POT1,ENSG00000128513
ENST00000446993.5,44.18692960995492,0.07943810705193932,0.3452903607068698,0.23006175697843292,0.8180437813539077,0.982257952293651,FALSE,POT1,ENSG00000128513
ENST00000393329.5,313.1298234417025,0.16108548355768887,0.21915738395527623,0.7350219310455075,0.46232613777939047,0.9101600379408248,FALSE,POT1,ENSG00000128513
ENST00000643758.1,130.52447585657728,-0.07840474563254905,0.24926308439931577,-0.3145461584152823,0.7531062647114299,0.9735781747424368,FALSE,NA,NA
ENST00000403263.6,621.1134592068165,-0.160905779380472,0.1562887332936057,-1.029541771755183,0.3032251612913639,0.8259460617916985,FALSE,INO80D,ENSG00000114933
ENST00000414320.1,79.19401188471099,0.17648757363682974,0.25038114071341766,0.7048756672885146,0.4808876140547551,0.917068576112912,FALSE,INO80D,ENSG00000114933
ENST00000580018.4,2129.4030166013804,0.1250572274486278,0.06670999180954201,1.8746401259599608,0.0608422490265434,0.4719221822616539,FALSE,TIMM23,ENSG00000265354
ENST00000267199.8,908.0909888968534,-0.308434767513138,0.16995738945555208,-1.8147770361805953,0.0695581807770714,0.5010796581344366,FALSE,VPS33A,ENSG00000139719
ENST00000544349.6,288.5068726291389,0.07019288715050513,0.21346148166583048,0.32883163089999834,0.7422829534035732,0.9717574211626862,FALSE,VPS33A,ENSG00000139719
ENST00000643696.1,56.00786316071877,1.9268503620183628,2.591598647483639,0.7434987527444784,0.4571797763678867,0.9071600610554672,FALSE,NA,NA
ENST00000543633.5,81.9072200026029,-0.5274559256602049,2.7111590562394943,-0.1945499746487804,0.8457452690499986,0.9860259219896502,FALSE,VPS33A,ENSG00000139719
ENST00000476522.5,50.14561266322173,-0.2938997858598325,0.41622905887864375,-0.7061010748543683,0.48012528334065824,0.9168501367564876,FALSE,PRRC2C,ENSG00000117523
ENST00000367742.7,5425.761113251593,-0.00425333408889292,0.16485468529552677,-0.02580050473705485,0.979416459262072,0.9979397155576598,FALSE,PRRC2C,ENSG00000117523
ENST00000338920.8,1079.2297914517212,0.3954087518147234,0.35482419778668645,1.1143793300490616,0.2651164869782123,0.7980663367468489,FALSE,PRRC2C,ENSG00000117523
ENST00000495585.1,341.4042061783863,-1.0227618006503545,0.4894750718955341,-2.089507432298078,0.03666206961719368,0.37926957701614183,FALSE,PRRC2C,ENSG00000117523
ENST00000647382.1,633.7421453820086,-0.20828911575572776,0.2053334825134814,-1.0143943072803645,0.3103946395995617,0.830354111139842,FALSE,NA,NA
ENST00000644916.1,571.3414969453123,-0.3298433330243376,0.15044090335002122,-2.1925109839104877,0.02834263086186895,0.3372068907820496,FALSE,NA,NA
ENST00000498596.5,59.276410897873326,-0.25672382235264796,0.4499949373036709,-0.5705038014225536,0.5683360445424007,0.9381241128827263,FALSE,PRRC2C,ENSG00000117523
ENST00000492811.1,54.42082868460386,-0.3672193116623886,0.3103179871531149,-1.18336457074658,0.23666469226045064,0.7705463315583462,FALSE,PRRC2C,ENSG00000117523
ENST00000426496.6,145.38607940497545,-1.9863290570242196,1.9265349307574828,-1.0310371357986363,0.30252340552150286,0.8251878167013201,FALSE,PRRC2C,ENSG00000117523
ENST00000373200.5,270.6792386706241,0.15069168747910158,0.5241218590769033,0.2875126936024069,0.7737197839667955,0.97724152312844,FALSE,POU3F4,ENSG00000196767
ENST00000644024.2,83.48189090235022,-0.8352061628212639,3.1919021055023657,-0.26166409094486087,0.7935804274329736,0.9796201532735644,FALSE,NA,NA
ENST00000366600.8,1154.6910302489068,-0.1891293464277151,0.10888061357028164,-1.7370341718880329,0.08238113935753522,0.5343900840952029,FALSE,B3GALNT2,ENSG00000162885
